DATE,HORIZON,ASSET_TYPE,ASSET,EXPECTED_COST
2017-09-30,1M,Equity Common Stock,PKG.N,2.00%
2017-09-30,1M,Equity Common Stock,SBAC.OQ,2.00%
2017-09-30,1M,Equity Common Stock,F.N,2.00%
2017-09-30,1M,Equity Common Stock,AET.N,2.00%
2017-09-30,1M,Equity Common Stock,FLR.N,2.00%
2017-09-30,1M,Equity Common Stock,GPN.N,2.00%
2017-09-30,1M,Equity Common Stock,TPR.N,2.00%
2017-09-30,1M,Equity Common Stock,RTN.N,2.00%
2017-09-30,1M,Equity Common Stock,ALGN.OQ,2.00%
2017-09-30,1M,Equity Common Stock,ANSS.OQ,2.00%
2017-09-30,1M,Equity Common Stock,KMX.N,2.00%
2017-09-30,1M,Equity Common Stock,ILMN.OQ,2.00%
2017-09-30,1M,Equity Common Stock,ISRG.OQ,2.00%
2017-09-30,1M,Equity Common Stock,FIS.N,2.00%
2017-09-30,1M,Equity Common Stock,COL.N,2.00%
2017-09-30,1M,Equity Common Stock,ZBH.N,2.00%
2017-09-30,1M,Equity Common Stock,ACN.N,2.00%
2017-09-30,1M,Equity Common Stock,ADS.N,2.00%
2017-09-30,1M,Equity Common Stock,ANTM.N,2.00%
2017-09-30,1M,Equity Common Stock,IVZ.N,2.00%
2017-09-30,1M,Equity Common Stock,EQIX.OQ,2.00%
2017-09-30,1M,Equity Common Stock,GRMN.OQ,2.00%
2017-09-30,1M,Equity Common Stock,MNST.OQ,2.00%
2017-09-30,1M,Equity Common Stock,MDLZ.OQ,2.00%
2017-09-30,1M,Equity Common Stock,PFG.OQ,2.00%
2017-09-30,1M,Equity Common Stock,WLTW.OQ,2.00%
2017-09-30,1M,Equity Common Stock,AAP.N,2.00%
2017-09-30,1M,Equity Common Stock,CNC.N,2.00%
2017-09-30,1M,Equity Common Stock,PRU.N,2.00%
2017-09-30,1M,Equity Common Stock,NFLX.OQ,2.00%
2017-09-30,1M,Equity Common Stock,SJM.N,2.00%
2017-09-30,1M,Equity Common Stock,NDAQ.OQ,2.00%
2017-09-30,1M,Equity Common Stock,XEC.N,2.00%
2017-09-30,1M,Equity Common Stock,WYNN.OQ,2.00%
2017-09-30,1M,Equity Common Stock,CMCSA.OQ,2.00%
2017-09-30,1M,Equity Common Stock,CME.OQ,2.00%
2017-09-30,1M,Equity Common Stock,STX.OQ,2.00%
2017-09-30,1M,Equity Common Stock,LKQ.OQ,2.00%
2017-09-30,1M,Equity Common Stock,NRG.N,2.00%
2017-09-30,1M,Equity Common Stock,AIZ.N,2.00%
2017-09-30,1M,Equity Common Stock,CBRE.N,2.00%
2017-09-30,1M,Equity Common Stock,CRM.N,2.00%
2017-09-30,1M,Equity Common Stock,RF.N,2.00%
2017-09-30,1M,Equity Common Stock,WCG.N,2.00%
2017-09-30,1M,Equity Common Stock,EXR.N,2.00%
2017-09-30,1M,Equity Common Stock,GOOGL.OQ,2.00%
2017-09-30,1M,Equity Common Stock,DLR.N,2.00%
2017-09-30,1M,Equity Common Stock,FOXA.OQ,2.00%
2017-09-30,1M,Equity Common Stock,FOX.OQ,2.00%
2017-09-30,1M,Equity Common Stock,EXPE.OQ,2.00%
2017-09-30,1M,Equity Common Stock,CF.N,2.00%
2017-09-30,1M,Equity Common Stock,AMP.N,2.00%
2017-09-30,1M,Equity Common Stock,MA.N,2.00%
2017-09-30,1M,Equity Common Stock,ICE.N,2.00%
2017-09-30,1M,Equity Common Stock,UAA.N,2.00%
2017-09-30,1M,Equity Common Stock,CBS.N,2.00%
2017-09-30,1M,Equity Common Stock,VIAB.OQ,2.00%
2017-09-30,1M,Equity Common Stock,CMG.N,2.00%
2017-09-30,1M,Equity Common Stock,UAL.OQ,2.00%
2017-09-30,1M,Equity Common Stock,TDG.N,2.00%
2017-09-30,1M,Equity Common Stock,IPGP.OQ,2.00%
2017-09-30,1M,Equity Common Stock,HBI.N,2.00%
2017-09-30,1M,Equity Common Stock,WU.N,2.00%
2017-09-30,1M,Equity Common Stock,BR.N,2.00%
2017-09-30,1M,Equity Common Stock,DAL.N,2.00%
2017-09-30,1M,Equity Common Stock,TEL.N,2.00%
2017-09-30,1M,Equity Common Stock,DFS.N,2.00%
2017-09-30,1M,Equity Common Stock,CXO.N,2.00%
2017-09-30,1M,Equity Common Stock,ULTA.OQ,2.00%
2017-09-30,1M,Equity Common Stock,MSCI.N,2.00%
2017-09-30,1M,Equity Common Stock,PM.N,2.00%
2017-09-30,1M,Equity Common Stock,V.N,2.00%
2017-09-30,1M,Equity Common Stock,AWK.N,2.00%
2017-09-30,1M,Equity Common Stock,DISCA.OQ,2.00%
2017-09-30,1M,Equity Common Stock,DISCK.OQ,2.00%
2017-09-30,1M,Equity Common Stock,AVGO.OQ,2.00%
2017-09-30,1M,Equity Common Stock,VRSK.OQ,2.00%
2017-09-30,1M,Equity Common Stock,MRK.N,2.00%
2017-09-30,1M,Equity Common Stock,DG.N,2.00%
2017-09-30,1M,Equity Common Stock,CHTR.OQ,2.00%
2017-09-30,1M,Equity Common Stock,LYB.N,2.00%
2017-09-30,1M,Equity Common Stock,CBOE.Z,2.00%
2017-09-30,1M,Equity Common Stock,KMI.N,2.00%
2017-09-30,1M,Equity Common Stock,HCA.N,2.00%
2017-09-30,1M,Equity Common Stock,NLSN.N,2.00%
2017-09-30,1M,Equity Common Stock,GM.N,2.00%
2017-09-30,1M,Equity Common Stock,HII.N,2.00%
2017-09-30,1M,Equity Common Stock,MPC.N,2.00%
2017-09-30,1M,Equity Common Stock,FBHS.N,2.00%
2017-09-30,1M,Equity Common Stock,XYL.N,2.00%
2017-09-30,1M,Equity Common Stock,APTV.N,2.00%
2017-09-30,1M,Equity Common Stock,TRIP.OQ,2.00%
2017-09-30,1M,Equity Common Stock,KORS.N,2.00%
2017-09-30,1M,Equity Common Stock,FLT.N,2.00%
2017-09-30,1M,Equity Common Stock,FB.OQ,2.00%
2017-09-30,1M,Equity Common Stock,PSX.N,2.00%
2017-09-30,1M,Equity Common Stock,ABBV.N,2.00%
2017-09-30,1M,Equity Common Stock,QRVO.OQ,2.00%
2017-09-30,1M,Equity Common Stock,EVHC.N,2.00%
