DATE,HORIZON,ASSET_TYPE,ASSET,EXPECTED_RISK
2017-09-30,1M,Equity Common Stock,MET.N,6.90%
2017-09-30,1M,Equity Common Stock,PKG.N,8.41%
2017-09-30,1M,Equity Common Stock,SBAC.OQ,6.65%
2017-09-30,1M,Equity Common Stock,F.N,5.36%
2017-09-30,1M,Equity Common Stock,AET.N,6.45%
2017-09-30,1M,Equity Common Stock,FLR.N,6.79%
2017-09-30,1M,Equity Common Stock,GPN.N,6.54%
2017-09-30,1M,Equity Common Stock,TPR.N,7.01%
2017-09-30,1M,Equity Common Stock,RTN.N,4.87%
2017-09-30,1M,Equity Common Stock,ALGN.OQ,6.47%
2017-09-30,1M,Equity Common Stock,ANSS.OQ,5.01%
2017-09-30,1M,Equity Common Stock,KMX.N,8.66%
2017-09-30,1M,Equity Common Stock,ILMN.OQ,11.64%
2017-09-30,1M,Equity Common Stock,ISRG.OQ,4.98%
2017-09-30,1M,Equity Common Stock,FIS.N,5.18%
2017-09-30,1M,Equity Common Stock,COL.N,6.02%
2017-09-30,1M,Equity Common Stock,ZBH.N,6.62%
2017-09-30,1M,Equity Common Stock,ACN.N,4.80%
2017-09-30,1M,Equity Common Stock,ADS.N,8.49%
2017-09-30,1M,Equity Common Stock,ANTM.N,5.62%
2017-09-30,1M,Equity Common Stock,IVZ.N,7.98%
2017-09-30,1M,Equity Common Stock,EQIX.OQ,5.00%
2017-09-30,1M,Equity Common Stock,GRMN.OQ,7.14%
2017-09-30,1M,Equity Common Stock,MNST.OQ,7.47%
2017-09-30,1M,Equity Common Stock,MDLZ.OQ,5.40%
2017-09-30,1M,Equity Common Stock,PFG.OQ,6.43%
2017-09-30,1M,Equity Common Stock,WLTW.OQ,4.66%
2017-09-30,1M,Equity Common Stock,AAP.N,7.62%
2017-09-30,1M,Equity Common Stock,CNC.N,9.07%
2017-09-30,1M,Equity Common Stock,PRU.N,6.99%
2017-09-30,1M,Equity Common Stock,NFLX.OQ,12.69%
2017-09-30,1M,Equity Common Stock,SJM.N,5.79%
2017-09-30,1M,Equity Common Stock,NDAQ.OQ,4.53%
2017-09-30,1M,Equity Common Stock,XEC.N,8.60%
2017-09-30,1M,Equity Common Stock,WYNN.OQ,12.86%
2017-09-30,1M,Equity Common Stock,CMCSA.OQ,5.41%
2017-09-30,1M,Equity Common Stock,CME.OQ,4.57%
2017-09-30,1M,Equity Common Stock,STX.OQ,13.15%
2017-09-30,1M,Equity Common Stock,LKQ.OQ,5.51%
2017-09-30,1M,Equity Common Stock,NRG.N,13.24%
2017-09-30,1M,Equity Common Stock,AIZ.N,5.87%
2017-09-30,1M,Equity Common Stock,CBRE.N,8.43%
2017-09-30,1M,Equity Common Stock,CRM.N,7.34%
2017-09-30,1M,Equity Common Stock,RF.N,8.69%
2017-09-30,1M,Equity Common Stock,WCG.N,8.74%
2017-09-30,1M,Equity Common Stock,EXR.N,6.64%
2017-09-30,1M,Equity Common Stock,GOOGL.OQ,6.05%
2017-09-30,1M,Equity Common Stock,DLR.N,5.87%
2017-09-30,1M,Equity Common Stock,FOXA.OQ,7.21%
2017-09-30,1M,Equity Common Stock,FOX.OQ,6.98%
2017-09-30,1M,Equity Common Stock,EXPE.OQ,7.14%
2017-09-30,1M,Equity Common Stock,CF.N,11.42%
2017-09-30,1M,Equity Common Stock,AMP.N,8.57%
2017-09-30,1M,Equity Common Stock,MA.N,5.08%
2017-09-30,1M,Equity Common Stock,ICE.N,5.32%
2017-09-30,1M,Equity Common Stock,UAA.N,9.24%
2017-09-30,1M,Equity Common Stock,CBS.N,6.68%
2017-09-30,1M,Equity Common Stock,VIAB.OQ,10.63%
2017-09-30,1M,Equity Common Stock,CMG.N,8.71%
2017-09-30,1M,Equity Common Stock,UAL.OQ,10.18%
2017-09-30,1M,Equity Common Stock,TDG.N,6.51%
2017-09-30,1M,Equity Common Stock,IPGP.OQ,8.87%
2017-09-30,1M,Equity Common Stock,HBI.N,6.76%
2017-09-30,1M,Equity Common Stock,WU.N,5.43%
2017-09-30,1M,Equity Common Stock,BR.N,4.25%
2017-09-30,1M,Equity Common Stock,DAL.N,8.17%
2017-09-30,1M,Equity Common Stock,TEL.N,5.05%
2017-09-30,1M,Equity Common Stock,DFS.N,7.43%
2017-09-30,1M,Equity Common Stock,CXO.N,8.99%
2017-09-30,1M,Equity Common Stock,ULTA.OQ,6.50%
2017-09-30,1M,Equity Common Stock,MSCI.N,5.64%
2017-09-30,1M,Equity Common Stock,PM.N,5.36%
2017-09-30,1M,Equity Common Stock,V.N,4.86%
2017-09-30,1M,Equity Common Stock,AWK.N,4.75%
2017-09-30,1M,Equity Common Stock,DISCA.OQ,7.44%
2017-09-30,1M,Equity Common Stock,DISCK.OQ,7.25%
2017-09-30,1M,Equity Common Stock,AVGO.OQ,8.03%
2017-09-30,1M,Equity Common Stock,VRSK.OQ,4.08%
2017-09-30,1M,Equity Common Stock,MRK.N,4.61%
2017-09-30,1M,Equity Common Stock,DG.N,7.03%
2017-09-30,1M,Equity Common Stock,CHTR.OQ,7.09%
2017-09-30,1M,Equity Common Stock,LYB.N,7.65%
2017-09-30,1M,Equity Common Stock,CBOE.Z,5.05%
2017-09-30,1M,Equity Common Stock,KMI.N,9.06%
2017-09-30,1M,Equity Common Stock,HCA.N,5.74%
2017-09-30,1M,Equity Common Stock,NLSN.N,5.48%
2017-09-30,1M,Equity Common Stock,GM.N,6.53%
2017-09-30,1M,Equity Common Stock,HII.N,6.75%
2017-09-30,1M,Equity Common Stock,MPC.N,8.14%
2017-09-30,1M,Equity Common Stock,FBHS.N,5.05%
2017-09-30,1M,Equity Common Stock,XYL.N,4.97%
2017-09-30,1M,Equity Common Stock,APTV.N,7.44%
2017-09-30,1M,Equity Common Stock,TRIP.OQ,12.74%
2017-09-30,1M,Equity Common Stock,KORS.N,11.62%
2017-09-30,1M,Equity Common Stock,FLT.N,7.31%
2017-09-30,1M,Equity Common Stock,FB.OQ,5.35%
2017-09-30,1M,Equity Common Stock,PSX.N,5.32%
2017-09-30,1M,Equity Common Stock,ABBV.N,6.91%
2017-09-30,1M,Equity Common Stock,QRVO.OQ,13.80%
2017-09-30,1M,Equity Common Stock,EVHC.N,8.78%
